file,time_s,higacc_x_g,higacc_y_g,higacc_z_g,higacc_mag_g,inacc_x_ms,inacc_y_ms,inacc_z_ms,inacc_mag_ms,rot_x_degs,rot_y_degs,rot_z_degs,rot_mag_degs,pressure_kpa,treatment,concentric_pump_region,passage_type,leading_type,other_type
B300-0519082300,75.465,-5.1,5.3,3.3,8.1,-11.9425,45.9075,31.77,47.28163479,32.25,186.5,449.15,487.3992563,111.355,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4655,-6.3,5.2,2.5,8.5,-12.84325,45.86175,32.143,47.64799886,31.005,186.75,450.965,489.0872149,111.5545,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.466,-4.5,6.3,2.9,8.3,-13.744,45.816,32.516,48.02851354,29.76,187,452.78,490.7793659,111.754,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4665,-4.3,5.2,3,7.4,-14.64475,45.77025,32.889,48.42290143,28.515,187.25,454.595,492.4756662,111.9535,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.467,-5.1,5.5,5.2,9.1,-15.5455,45.7245,33.262,48.83088262,27.27,187.5,456.41,494.1760729,112.153,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4675,-4.7,3.9,2.5,6.6,-16.44625,45.67875,33.635,49.25217542,26.025,187.75,458.225,495.8805438,112.3525,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.468,-5.1,5.5,3.3,8.2,-17.347,45.633,34.008,49.68649706,24.78,188,460.04,497.5890373,112.552,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4685,-4.1,4.2,2.3,6.3,-18.24775,45.58725,34.381,50.13356432,23.535,188.25,461.855,499.3015119,112.7515,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.469,-5.6,6.3,4,9.3,-19.1485,45.5415,34.754,50.59309421,22.29,188.5,463.67,501.0179268,112.951,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4695,-5.5,7.6,4,10.2,-20.04925,45.49575,35.127,51.0648045,21.045,188.75,465.485,502.7382418,113.1505,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.47,-6,7.7,3.9,10.5,-20.95,45.45,35.5,51.54841426,19.8,189,467.3,504.4624168,113.35,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4705,-6.1,5.4,3.8,9,-21.9675,45.69025,35.6,52.13780062,18.69,187.15,469.535,505.8038699,113.521,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.471,-5.8,7.7,2.9,10.1,-22.985,45.9305,35.7,52.73926902,17.58,185.3,471.77,507.1608022,113.692,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4715,-5.7,6.2,4.2,9.4,-24.0025,46.17075,35.8,53.35247432,16.47,183.45,474.005,508.5330898,113.863,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.472,-7.2,7.1,3.5,10.7,-25.02,46.411,35.9,53.97707801,15.36,181.6,476.24,509.9206087,114.034,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4725,-7.3,5.6,3.4,9.8,-26.0375,46.65125,36,54.61274857,14.25,179.75,478.475,511.323235,114.205,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.473,-6.8,7.1,4.4,10.8,-27.055,46.8915,36.1,55.25916165,13.14,177.9,480.71,512.7408446,114.376,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4735,-7.6,6.2,4,10.6,-28.0725,47.13175,36.2,55.91600029,12.03,176.05,482.945,514.1733136,114.547,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.474,-8.2,6.5,2.3,10.7,-29.09,47.372,36.3,56.58295508,10.92,174.2,485.18,515.6205182,114.718,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4745,-6.9,7.4,2.7,10.5,-30.1075,47.61225,36.4,57.25972422,9.81,172.35,487.415,517.0823347,114.889,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.475,-7.2,7.3,2.5,10.6,-31.125,47.8525,36.5,57.94601362,8.7,170.5,489.65,518.5586394,115.06,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4755,-7.3,6.2,2.3,9.8,-32.1425,48.09275,36.6,58.64153694,7.59,168.65,491.885,520.049309,115.231,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.476,-8.4,7.7,1.5,11.5,-33.16,48.333,36.7,59.34601557,6.48,166.8,494.12,521.5542204,115.402,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4765,-7.6,6,1.1,9.7,-34.1775,48.57325,36.8,60.05917863,5.37,164.95,496.355,523.0732505,115.573,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.477,-8.2,7.3,3.5,11.5,-35.195,48.8135,36.9,60.7807629,4.26,163.1,498.59,524.6062768,115.744,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4775,-8.8,7.4,2.3,11.7,-36.2125,49.05375,37,61.51051279,3.15,161.25,500.825,526.153177,115.915,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.478,-8.6,6.1,1.7,10.7,-37.23,49.294,37.1,62.24818022,2.04,159.4,503.06,527.7138289,116.086,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4785,-8.4,6.8,1.9,11,-38.2475,49.53425,37.2,62.9935245,0.93,157.55,505.295,529.288111,116.257,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.479,-9,8.3,2.9,12.6,-39.265,49.7745,37.3,63.74631227,-0.18,155.7,507.53,530.875902,116.428,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4795,-9.4,6.2,1.9,11.4,-40.2825,50.01475,37.4,64.50631735,-1.29,153.85,509.765,532.477081,116.599,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.48,-10.1,7.1,0.5,12.4,-41.3,50.255,37.5,65.27332055,-2.4,152,512,534.0915277,116.77,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4805,-9.8,8.7,1.5,13.2,-42.6355,50.90425,37.1745,66.28843611,-3.565,148.76,518.185,539.1270175,116.984,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.481,-10.1,7.1,2.3,12.6,-43.971,51.5535,36.849,67.32015626,-4.73,145.52,524.37,544.2079935,117.198,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4815,-9.8,8,0.7,12.7,-45.3065,52.20275,36.5235,68.3678236,-5.895,142.28,530.555,549.3331935,117.412,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.482,-11.7,7.7,2.9,14.3,-46.642,52.852,36.198,69.4308056,-7.06,139.04,536.74,554.5013912,117.626,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4825,-11.7,6.6,-0.7,13.5,-47.9775,53.50125,35.8725,70.50849422,-8.225,135.8,542.925,559.7113955,117.84,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.483,-11.1,6.1,1.5,12.8,-49.313,54.1505,35.547,71.60030542,-9.39,132.56,549.11,564.9620499,118.054,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4835,-12.9,7,0.9,14.7,-50.6485,54.79975,35.2215,72.7056786,-10.555,129.32,555.295,570.2522314,118.268,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.484,-12.7,7.3,-1.4,14.7,-51.984,55.449,34.896,73.82407603,-11.72,126.08,561.48,575.5808503,118.482,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4845,-14.1,7,-1.4,15.8,-53.3195,56.09825,34.5705,74.95498218,-12.885,122.84,567.665,580.9468487,118.696,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.485,-13.3,7.5,0.7,15.3,-54.655,56.7475,34.245,76.09790305,-14.05,119.6,573.85,586.3492006,118.91,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4855,-14.1,6.8,-0.5,15.7,-55.9905,57.39675,33.9195,77.25236547,-15.215,116.36,580.035,591.7869102,119.124,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.486,-16.2,7.3,-0.8,17.8,-57.326,58.046,33.594,78.41791638,-16.38,113.12,586.22,597.2590118,119.338,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4865,-17.2,7.4,-0.5,18.7,-58.6615,58.69525,33.2685,79.59412209,-17.545,109.88,592.405,602.7645688,119.552,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.487,-17.4,8.1,-1,19.2,-59.997,59.3445,32.943,80.7805676,-18.71,106.64,598.59,608.3026729,119.766,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4875,-18.2,7.4,-3,19.9,-61.3325,59.99375,32.6175,81.97685582,-19.875,103.4,604.775,613.872443,119.98,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.488,-20.7,7.9,-1,22.2,-62.668,60.643,32.292,83.18260689,-21.04,100.16,610.96,619.4730251,120.194,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4885,-19.8,7,0.1,21,-64.0035,61.29225,31.9665,84.39745748,-22.205,96.92,617.145,625.103591,120.408,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.489,-23.8,6.3,-2.2,24.7,-65.339,61.9415,31.641,85.62106006,-23.37,93.68,623.33,630.7633377,120.622,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4895,-24.1,8.9,-2.2,25.8,-66.6745,62.59075,31.3155,86.85308228,-24.535,90.44,629.515,636.4514868,120.836,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.49,-24.8,7.7,-2,26,-68.01,63.24,30.99,88.09320628,-25.7,87.2,635.7,642.1672835,121.05,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4905,-23.9,4.4,-3.2,24.5,-70.532,63.8555,29.7095,89.86418068,-26.42,83.71,646.315,652.2487713,121.1655,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.491,-28.3,21.2,-6.5,36,-73.054,64.471,28.429,91.68682162,-27.14,80.22,656.93,662.3661019,121.281,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4915,-19,50.5,-4.8,54.2,-75.576,65.0865,27.1485,93.55839609,-27.86,76.73,667.545,672.5176574,121.3965,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.492,-21.9,95.8,23.4,101,-78.098,65.702,25.868,95.47629461,-28.58,73.24,678.16,682.7019112,121.512,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4925,-65.5,-23.9,6.2,70,-80.62,66.3175,24.5875,97.43803197,-29.3,69.75,688.775,692.9174216,121.6275,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.493,-22.6,-16.7,-6.3,28.8,-83.142,66.933,23.307,99.44124668,-30.02,66.26,699.39,703.1628262,121.743,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4935,-21.1,20.3,-22.2,36.7,-85.664,67.5485,22.0265,101.4836991,-30.74,62.77,710.005,713.4368371,121.8585,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.494,-34.2,44,25.7,61.4,-88.186,68.164,20.746,103.5632685,-31.46,59.28,720.62,723.7382361,121.974,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4945,-32.1,24.6,21.8,45.9,-90.708,68.7795,19.4655,105.6779499,-32.18,55.79,731.235,734.0658702,122.0895,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.495,-35.5,-3.8,-6.5,36.3,-93.23,69.395,18.185,107.8258498,-32.9,52.3,741.85,744.4186473,122.205,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4955,-30.9,-6.5,-5.5,32.1,-95.752,70.0105,16.9045,110.0051816,-33.62,48.81,752.465,754.7955331,122.3205,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.496,-34.6,11.2,-0.1,36.4,-98.274,70.626,15.624,112.2142612,-34.34,45.32,763.08,765.1955465,122.436,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4965,-27.6,5.4,-0.5,28.1,-100.796,71.2415,14.3435,114.4515022,-35.06,41.83,773.695,775.6177574,122.5515,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.497,-28.1,10.2,-0.3,29.9,-103.318,71.857,13.063,116.7154107,-35.78,38.34,784.31,786.0612827,122.667,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4975,-20.3,8,-0.7,21.8,-105.84,72.4725,11.7825,119.0045806,-36.5,34.85,794.925,796.525284,122.7825,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.498,-19.9,-2.5,-9.4,22.1,-108.362,73.088,10.502,121.3176889,-37.22,31.36,805.54,807.008965,122.898,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4985,-13.9,-3.4,-19.6,24.3,-110.884,73.7035,9.2215,123.653491,-37.94,27.87,816.155,817.5115684,123.0135,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.499,-13.5,9.2,-15.3,22.4,-113.406,74.319,7.941,126.0108161,-38.66,24.38,826.77,828.0323743,123.129,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.4995,-11.9,5,-4.4,13.6,-115.928,74.9345,6.6605,128.3885627,-39.38,20.89,837.385,838.5706975,123.2445,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5,-11.3,1.8,-4.9,12.4,-118.45,75.55,5.38,130.7856948,-40.1,17.4,848,849.1258858,123.36,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5005,-8,4.6,-6.1,11.1,-120.3725,74.45,2.573,131.7490392,-43.43,8.875,827.48,828.6664473,123.359,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.501,-4.1,7.9,-3.8,9.7,-122.295,73.35,-0.234,132.7955549,-46.76,0.35,806.96,808.3137149,123.358,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5015,-1.6,-2.4,-6.3,6.9,-124.2175,72.25,-3.041,133.9234251,-50.09,-8.175,786.44,788.0759559,123.357,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.502,-0.8,7.3,-10.8,13.1,-126.14,71.15,-5.848,135.1307507,-53.42,-16.7,765.92,767.96226,123.356,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5025,-4.5,5,-13.6,15.2,-128.0625,70.05,-8.655,136.4155635,-56.75,-25.225,745.4,747.9826356,123.355,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.503,-6.4,3.2,-7.9,10.7,-129.985,68.95,-11.462,137.77584,-60.08,-33.75,724.88,728.1481191,123.354,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5035,-5.9,-3.8,-0.9,7.1,-131.9075,67.85,-14.269,139.2095135,-63.41,-42.275,704.36,708.470898,123.353,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.504,-5.8,0.7,3.5,6.8,-133.83,66.75,-17.076,140.714487,-66.74,-50.8,683.84,688.9644499,123.352,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5045,-7.8,-4.7,19.8,21.8,-135.7525,65.65,-19.883,142.2886438,-70.07,-59.325,663.32,669.6436985,123.351,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.505,-5.3,-4.4,25.3,26.2,-137.675,64.55,-22.69,143.9298589,-73.4,-67.85,642.8,650.5251898,123.35,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5055,1.1,-16.3,40.2,43.4,-139.5975,63.45,-25.497,145.6360084,-76.73,-76.375,622.28,631.6272888,123.349,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.506,2.6,-17.3,40.4,44,-141.52,62.35,-28.304,147.404978,-80.06,-84.9,601.76,612.9703999,123.348,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5065,9.7,-17.8,42.3,46.9,-143.4425,61.25,-31.111,149.2346718,-83.39,-93.425,581.24,594.5772114,123.347,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.507,10.8,-8.1,26.5,29.7,-145.365,60.15,-33.918,151.1230185,-86.72,-101.95,560.72,576.4729649,123.346,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5075,17.9,-3.8,16.5,24.6,-147.2875,59.05,-36.725,153.0679782,-90.05,-110.475,540.2,558.6857508,123.345,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.508,17,7.1,8.3,20.2,-149.21,57.95,-39.532,155.0675474,-93.38,-119,519.68,541.2468261,123.344,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5085,18.3,8.5,0.1,20.2,-151.1325,56.85,-42.339,157.1197636,-96.71,-127.525,499.16,524.1909531,123.343,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.509,12.3,9.2,-1,15.4,-153.055,55.75,-45.146,159.2227094,-100.04,-136.05,478.64,507.5567492,123.342,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5095,14.4,8.9,-11.4,20.4,-154.9775,54.65,-47.953,161.3745151,-103.37,-144.575,458.12,491.3870388,123.341,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.51,10.4,7.3,-10.2,16.3,-156.9,53.55,-50.76,163.5733617,-106.7,-153.1,437.6,475.7291877,123.34,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5105,10.9,5.6,-15.1,19.4,-150.83025,49.904,-48.72025,156.3641144,-139.625,-157.69,422.58,472.1600715,123.8475,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.511,3.3,1.6,-19.2,19.5,-144.7605,46.258,-46.6805,149.1694767,-172.55,-162.28,407.56,471.3952211,124.355,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5115,6.4,2.7,-26.3,27.2,-138.69075,42.612,-44.64075,141.9915258,-205.475,-166.87,392.54,473.4482275,124.8625,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.512,-2.3,9.8,-22.1,24.3,-132.621,38.966,-42.601,134.8327461,-238.4,-171.46,377.52,478.2828055,125.37,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5125,2.9,7.2,-23.9,25.1,-126.55125,35.32,-40.56125,127.6961318,-271.325,-176.05,362.5,485.81592,125.8775,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.513,-0.8,2.4,-22.3,22.4,-120.4815,31.674,-38.5215,120.5853223,-304.25,-180.64,347.48,495.9246137,126.385,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5135,-0.2,4.8,-24.7,25.2,-114.41175,28.028,-36.48175,113.5047818,-337.175,-185.23,332.46,508.4552931,126.8925,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.514,-2.1,2,-17.8,18,-108.342,24.382,-34.442,106.4600402,-370.1,-189.82,317.44,523.2339783,127.4,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5145,-2.8,3.9,-21,21.5,-102.27225,20.736,-32.40225,99.45802195,-403.025,-194.41,302.42,540.0761568,127.9075,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.515,-4.5,2.2,-16.5,17.2,-96.2025,17.09,-30.3625,92.50749856,-435.95,-199,287.4,558.7952778,128.415,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5155,-9.4,4.4,-19,21.6,-90.13275,13.444,-28.32275,85.61972245,-468.875,-203.59,272.38,579.2093906,128.9225,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.516,-13.1,6.7,-16.3,22,-84.063,9.798,-26.283,78.80932556,-501.8,-208.18,257.36,601.1458409,129.43,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5165,-17.6,9.3,-17.9,26.8,-77.99325,6.152,-24.24325,72.09561226,-534.725,-212.77,242.34,624.4442122,129.9375,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.517,-20.3,11,-14.3,27.2,-71.9235,2.506,-22.2035,65.50444284,-567.65,-217.36,227.32,648.9578372,130.445,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5175,-23.1,12.8,-13.6,29.7,-65.85375,-1.14,-20.16375,59.07100466,-600.575,-221.95,212.3,674.5542403,130.9525,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.518,-26,3,-14.1,29.7,-59.784,-4.786,-18.124,52.84390513,-633.5,-226.54,197.28,701.1148408,131.46,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5185,-26.6,4.2,-13,29.9,-53.71425,-8.432,-16.08425,46.89116732,-666.425,-231.13,182.26,728.5341894,131.9675,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.519,-28.5,4,-13.5,31.8,-47.6445,-12.078,-14.0445,41.3087289,-699.35,-235.72,167.24,756.7189429,132.475,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5195,-27,2.5,-10.4,29,-41.57475,-15.724,-12.00475,36.23148169,-732.275,-240.31,152.22,785.5867235,132.9825,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.52,-29.1,7.3,-13.7,33,-35.505,-19.37,-9.965,31.84456938,-765.2,-244.9,137.2,815.0649606,133.49,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5205,-28,6.2,-13.8,31.8,-31.347,-16.87975,-13.59125,28.29882372,-818.88,-206.035,230.24,875.2287319,131.1335,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.521,-30.1,8.1,-12,33.4,-27.189,-14.3895,-17.2175,25.44254228,-872.56,-167.17,323.28,945.4188071,128.777,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5215,-24.6,6.4,-11.6,27.9,-23.031,-11.89925,-20.84375,23.45380955,-926.24,-128.305,416.32,1023.574645,126.4205,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.522,-25.2,8.3,-8.6,27.9,-18.873,-9.409,-24.47,22.49325541,-979.92,-89.44,509.36,1108.011882,124.064,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5225,-20.7,8.7,-12.8,25.8,-14.715,-6.91875,-28.09625,22.6522795,-1033.6,-50.575,602.4,1197.402418,121.7075,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.523,-21.5,8.9,-9.6,25.2,-10.557,-4.4285,-31.7225,23.91504807,-1087.28,-11.71,695.44,1290.71752,119.351,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5235,-17,13,-5.7,22.1,-6.399,-1.93825,-35.34875,26.16552141,-1140.96,27.155,788.48,1387.165392,116.9945,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.524,-24.2,15.7,-3.6,29.1,-2.241,0.552,-38.975,29.23327612,-1194.64,66.02,881.52,1486.136225,114.638,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5245,-25,8.4,-7.1,27.3,1.917,3.04225,-42.60125,32.94273881,-1248.32,104.885,974.56,1587.158114,112.2815,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.525,-26,5,-7.1,27.4,6.075,5.5325,-46.2275,37.14205999,-1302,143.75,1067.6,1689.863256,109.925,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5255,-19.9,1.3,-5.4,20.7,10.233,8.02275,-49.85375,41.71159931,-1355.68,182.615,1160.64,1793.962572,107.5685,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.526,-19.1,5.9,-1.4,20,14.391,10.513,-53.48,46.56139745,-1409.36,221.48,1253.68,1899.226828,105.212,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5265,-18.6,9.3,-1.1,20.8,18.549,13.00325,-57.10625,51.62511781,-1463.04,260.345,1346.72,2005.472592,102.8555,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.527,-22.1,9.1,-0.6,23.9,22.707,15.4935,-60.7325,56.85403039,-1516.72,299.21,1439.76,2112.551784,100.499,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5275,-23.7,9.5,-1.6,25.6,26.865,17.98375,-64.35875,62.21216458,-1570.4,338.075,1532.8,2220.343826,98.1425,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.528,-30.4,-1.3,5.2,30.9,31.023,20.474,-67.985,67.67271698,-1624.08,376.94,1625.84,2328.749732,95.786,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5285,-29.7,-5.5,7.5,31.1,35.181,22.96425,-71.61125,73.21548203,-1677.76,415.805,1718.88,2437.687607,93.4295,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.529,-31.6,-2.9,5.4,32.2,39.339,25.4545,-75.2375,78.82503764,-1731.44,454.67,1811.92,2547.089195,91.073,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5295,-29.1,-2.8,4.6,29.6,43.497,27.94475,-78.86375,84.48946514,-1785.12,493.535,1904.96,2656.897215,88.7165,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.53,-33.4,-2.1,2.3,33.5,47.655,30.435,-82.49,90.1994413,-1838.8,532.4,1998,2767.063281,86.36,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5305,-33.6,-5.1,5.8,34.5,37.42725,33.72225,-83.491,87.70274926,-1840.81,461.815,1998,2755.695656,87.3185,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.531,-35.1,-14.2,10.3,39.2,27.1995,37.0095,-84.492,86.3586745,-1842.82,391.23,1998,2746.097315,88.277,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5315,-32.4,-15.3,10.3,37.3,16.97175,40.29675,-85.493,86.21562891,-1844.83,320.645,1998,2738.286863,89.2355,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.532,-32.4,-17.9,8.1,37.9,6.744,43.584,-86.494,87.27892124,-1846.84,250.06,1998,2732.279632,90.194,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5325,-26.6,-17.8,11.1,33.9,-3.48375,46.87125,-87.495,89.50981482,-1848.85,179.475,1998,2728.087535,91.1525,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.533,-31.8,-20.8,10.5,39.4,-13.7115,50.1585,-88.496,92.8322056,-1850.86,108.89,1998,2725.718946,92.111,400_model,2,Leading edge strike,Direct,
B300-0519082300,75.5335,-24.4,-20.9,8.1,33.1,-23.93925,53.44575,-89.497,97.14442437,-1852.87,38.305,1998,2725.17862,93.0695,400_model,2,Leading edge strike,Direct,
