file,time_s,higacc_x_g,higacc_y_g,higacc_z_g,higacc_mag_g,inacc_x_ms,inacc_y_ms,inacc_z_ms,inacc_mag_ms,rot_x_degs,rot_y_degs,rot_z_degs,rot_mag_degs,pressure_kpa,treatment,concentric_pump_region,passage_type,leading_type,other_type
B302-0610105001,20.2785,2.6,-17.9,16.5,24.5,-123.1085,87.321,39.2805,146.1503074,28.85,-239.45,-310.275,392.9875324,103.7065,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.279,-4.9,-9.2,17.1,20,-131.674,86.549,46.972,154.6136615,29,-241.2,-304.95,389.8883718,102.781,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2795,3.6,-8.9,15.1,17.9,-140.2395,85.777,54.6635,163.4323427,29.15,-242.95,-299.625,386.8456612,101.8555,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.28,2.7,-4.4,10.5,11.7,-148.805,85.005,62.355,172.5548104,29.3,-244.7,-294.3,383.860743,100.93,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2805,3,-4.8,12.2,13.4,-140.00175,77.0775,67.0825,163.5148188,70.975,-196.695,-279.475,349.0453399,99.4735,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.281,0.2,2.1,12,12.2,-131.1985,69.15,71.81,154.9669553,112.65,-148.69,-264.65,323.7875246,98.017,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2815,-1.5,0.8,16.9,17,-122.39525,61.2225,76.5375,146.991724,154.325,-100.685,-249.825,310.4290667,96.5605,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.282,-0.4,3.5,18.1,18.4,-113.592,53.295,81.265,139.6808014,196,-52.68,-235,310.5095528,95.104,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2825,-0.2,1.2,19.8,19.8,-104.78875,45.3675,85.9925,133.1361515,237.675,-4.675,-220.175,324.0189684,93.6475,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.283,-2.9,-0.3,19.8,20,-95.9855,37.44,90.72,127.4674133,279.35,43.33,-205.35,349.4031109,92.191,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2835,-0.7,-3.9,21,21.4,-87.18225,29.5125,95.4475,122.7869744,321.025,91.335,-190.525,384.3161569,90.7345,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.284,-1.8,-4.6,19.8,20.4,-78.379,21.585,100.175,119.2024432,362.7,139.34,-175.7,426.4239857,89.278,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2845,3,-4.8,18.8,19.6,-69.57575,13.6575,104.9025,116.8069294,404.375,187.345,-160.875,473.8122574,87.8215,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.285,1,-7.1,18.3,19.7,-60.7725,5.73,109.63,115.6685502,446.05,235.35,-146.05,525.0531664,86.365,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2855,5.1,-10.1,17,20.4,-51.96925,-2.1975,114.3575,115.8214839,487.725,283.355,-131.225,579.1249712,84.9085,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.286,4.9,-4.7,11.4,13.3,-43.166,-10.125,119.085,117.2610683,529.4,331.36,-116.4,635.305257,83.452,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2865,3.2,-7.6,11.4,14.1,-34.36275,-18.0525,123.8125,119.9444855,571.075,379.365,-101.575,693.0814811,81.9955,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.287,2.9,-4.7,12.4,13.6,-25.5595,-25.98,128.54,123.7968114,612.75,427.37,-86.75,752.0859272,80.539,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2875,5.3,-6.8,17,19.1,-16.75625,-33.9075,133.2675,128.7205635,654.425,475.375,-71.925,812.0509078,79.0825,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.288,5.5,-6.5,15.5,17.7,-7.953,-41.835,137.995,134.6061953,696.1,523.38,-57.1,872.7784624,77.626,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2885,5.7,-6.4,14.5,16.8,0.85025,-49.7625,142.7225,141.3413855,737.775,571.385,-42.275,934.1198769,76.1695,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.289,4.3,-5.9,14.9,16.6,9.6535,-57.69,147.45,148.8179567,779.45,619.39,-27.45,995.9617348,74.713,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2895,5.7,-6.6,12.6,15.3,18.45675,-65.6175,152.1775,156.9362126,821.125,667.395,-12.625,1058.216302,73.2565,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.29,4.1,-5.9,12,14,27.26,-73.545,156.905,165.6070848,862.8,715.4,2.2,1120.814811,71.8,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2905,1.6,-5.8,11.4,12.9,28.447,-73.0495,156.905,165.5885185,919.56,740.595,-4.125,1180.715276,72.7115,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.291,0.6,-5.7,11.8,13.1,29.634,-72.554,156.905,165.5793836,976.32,765.79,-10.45,1240.864323,73.623,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2915,0.2,-8.5,11.6,14.4,30.821,-72.0585,156.905,165.5796818,1033.08,790.985,-16.775,1301.227481,74.5345,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.292,-1.4,-9,12.2,15.2,32.008,-71.563,156.905,165.5894129,1089.84,816.18,-23.1,1361.776277,75.446,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2925,-0.7,-9.1,9,12.8,33.195,-71.0675,156.905,165.6085754,1146.6,841.375,-29.425,1422.487006,76.3575,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.293,-2.4,-7.1,9.3,11.9,34.382,-70.572,156.905,165.6371662,1203.36,866.57,-35.75,1483.339785,77.269,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2935,0.2,-8.2,8.1,11.5,35.569,-70.0765,156.905,165.6751807,1260.12,891.765,-42.075,1544.317822,78.1805,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.294,-0.8,-7.5,7.3,10.5,36.756,-69.581,156.905,165.7226127,1316.88,916.96,-48.4,1605.406844,79.092,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2945,3.7,-5.6,4.9,8.3,37.943,-69.0855,156.905,165.7794546,1373.64,942.155,-54.725,1666.594648,80.0035,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.295,2.1,-5.3,6,8.3,39.13,-68.59,156.905,165.8456974,1430.4,967.35,-61.05,1727.870737,80.915,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2955,3.4,-5.6,3.2,7.3,40.317,-68.0945,156.905,165.9213303,1487.16,992.545,-67.375,1789.226043,81.8265,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.296,1.4,-6.1,2.4,6.7,41.504,-67.599,156.905,166.0063412,1543.92,1017.74,-73.7,1850.652686,82.738,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2965,1.8,-6.8,2.2,7.4,42.691,-67.1035,156.905,166.1007166,1600.68,1042.935,-80.025,1912.143791,83.6495,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.297,2.1,-3,2.6,4.5,43.878,-66.608,156.905,166.2044414,1657.44,1068.13,-86.35,1973.693333,84.561,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2975,-0.2,-3.7,2.2,4.3,45.065,-66.1125,156.905,166.317499,1714.2,1093.325,-92.675,2035.296011,85.4725,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.298,1,-2.6,1.1,3,46.252,-65.617,156.905,166.4398715,1770.96,1118.52,-99,2096.947141,86.384,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2985,-0.6,-4.2,3.4,5.4,47.439,-65.1215,156.905,166.5715396,1827.72,1143.715,-105.325,2158.642572,87.2955,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.299,-1.8,-2.4,3,4.2,48.626,-64.626,156.905,166.7124824,1884.48,1168.91,-111.65,2220.378612,88.207,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.2995,-2.5,-1.1,1.2,3,49.813,-64.1305,156.905,166.8626776,1941.24,1194.105,-117.975,2282.151965,89.1185,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3,-4.3,-3.8,1.7,6,51,-63.635,156.905,167.0221019,1998,1219.3,-124.3,2343.95968,90.03,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3005,-0.2,-4.8,1.2,5,49.39675,-63.22725,154.731,164.4868916,1998,1226.065,-136.345,2348.154455,90.6325,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.301,-0.4,-1.6,0.7,1.8,47.7935,-62.8195,152.557,161.9577108,1998,1232.83,-148.39,2352.422879,91.235,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3015,1.6,-2.9,2.4,4.1,46.19025,-62.41175,150.383,159.4348298,1998,1239.595,-160.435,2356.764552,91.8375,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.302,1.2,-1.6,-0.3,2,44.587,-62.004,148.209,156.9185346,1998,1246.36,-172.48,2361.17907,92.44,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3025,0,-1.3,2,2.4,42.98375,-61.59625,146.035,154.409128,1998,1253.125,-184.525,2365.666025,93.0425,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.303,1.2,-1.8,-0.3,2.2,41.3805,-61.1885,143.861,151.9069306,1998,1259.89,-196.57,2370.225006,93.645,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3035,3.4,-2.7,0.1,4.3,39.77725,-60.78075,141.687,149.4122822,1998,1266.655,-208.615,2374.855597,94.2475,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.304,2.7,-0.6,-0.7,2.9,38.174,-60.373,139.513,146.9255434,1998,1273.42,-220.66,2379.557382,94.85,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3045,5.5,-0.5,-2.1,5.9,36.57075,-59.96525,137.339,144.4470967,1998,1280.185,-232.705,2384.329938,95.4525,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.305,8.8,0.9,-1.1,8.9,34.9675,-59.5575,135.165,141.9773482,1998,1286.95,-244.75,2389.172841,96.055,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3055,9.6,0.1,-0.9,9.6,33.36425,-59.14975,132.991,139.5167296,1998,1293.715,-256.795,2394.085665,96.6575,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.306,8.4,0.9,-2,8.7,31.761,-58.742,130.817,137.0656997,1998,1300.48,-268.84,2399.067981,97.26,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3065,8.8,0.4,-0.1,8.8,30.15775,-58.33425,128.643,134.6247467,1998,1307.245,-280.885,2404.119355,97.8625,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.307,10.7,-0.3,-1.7,10.8,28.5545,-57.9265,126.469,132.1943902,1998,1314.01,-292.93,2409.239354,98.465,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3075,7.7,-1.1,-0.3,7.8,26.95125,-57.51875,124.295,129.7751837,1998,1320.775,-304.975,2414.427541,99.0675,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.308,9.2,0.1,-0.3,9.2,25.348,-57.111,122.121,127.3677171,1998,1327.54,-317.02,2419.683478,99.67,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3085,6.5,-0.7,-0.7,6.6,23.74475,-56.70325,119.947,124.9726195,1998,1334.305,-329.065,2425.006723,100.2725,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.309,5.5,-1.6,0.5,5.7,22.1415,-56.2955,117.773,122.5905622,1998,1341.07,-341.11,2430.396835,100.875,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3095,2.6,-1.5,-2.1,3.7,20.53825,-55.88775,115.599,120.2222618,1998,1347.835,-353.155,2435.85337,101.4775,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.31,3.3,-1.8,-0.1,3.8,18.935,-55.48,113.425,117.8684839,1998,1354.6,-365.2,2441.375883,102.08,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3105,0.2,-1.5,-0.9,1.8,20.2385,-53.37225,109.4685,113.6466582,1996.855,1330.745,-377.635,2429.181002,102.4035,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.311,0.8,-0.8,-0.7,1.3,21.542,-51.2645,105.512,109.4581385,1995.71,1306.89,-390.07,2417.224541,102.727,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3115,1.4,0.4,-2.5,2.9,22.8455,-49.15675,101.5555,105.3065606,1994.565,1283.035,-402.505,2405.510055,103.0505,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.312,0.4,-1.2,-0.9,1.6,24.149,-47.049,97.599,101.1960692,1993.42,1259.18,-414.94,2394.041097,103.374,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3125,-0.6,-2.7,-2.5,3.7,25.4525,-44.94125,93.6425,97.13140224,1992.275,1235.325,-427.375,2382.821211,103.6975,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.313,0.2,0.1,-1.1,1.1,26.756,-42.8335,89.686,93.11798868,1991.13,1211.47,-439.81,2371.853932,104.021,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3135,-0.9,-0.3,-2.7,2.9,28.0595,-40.72575,85.7295,89.16206385,1989.985,1187.615,-452.245,2361.14278,104.3445,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.314,0,-0.6,0.5,0.8,29.363,-38.618,81.773,85.27080365,1988.84,1163.76,-464.68,2350.691257,104.668,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3145,0.4,-1.3,-2.9,3.2,30.6665,-36.51025,77.8165,81.45247997,1987.695,1139.905,-477.115,2340.50284,104.9915,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.315,1.2,-1.8,-0.9,2.3,31.97,-34.4025,73.86,77.71663884,1986.55,1116.05,-489.55,2330.580981,105.315,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3155,-0.9,-0.7,-4.4,4.5,33.2735,-32.29475,69.9035,74.07430123,1985.405,1092.195,-501.985,2320.929097,105.6385,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.316,-1.2,-2.6,-2.6,3.9,34.577,-30.187,65.947,70.53818422,1984.26,1068.34,-514.42,2311.55057,105.962,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3165,0,-1.5,-2.9,3.3,35.8805,-28.07925,61.9905,67.12293606,1983.115,1044.485,-526.855,2302.448742,106.2855,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.317,-1.8,-0.6,-1.3,2.3,37.184,-25.9715,58.034,63.845372,1981.97,1020.63,-539.29,2293.626906,106.609,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3175,-1.9,-1.5,-4.2,4.8,38.4875,-23.86375,54.0775,60.72468811,1980.825,996.775,-551.725,2285.088304,106.9325,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.318,-3.3,-0.8,-4.6,5.7,39.791,-21.756,50.121,57.78261689,1979.68,972.92,-564.16,2276.836124,107.256,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3185,-2.9,0.1,-4,4.9,41.0945,-19.64825,46.1645,55.04347114,1978.535,949.065,-576.595,2268.87349,107.5795,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.319,-2.9,1.1,-3.2,4.5,42.398,-17.5405,42.208,52.53400379,1977.39,925.21,-589.03,2261.203462,107.903,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3195,-2.5,-2.3,-3.9,5.2,43.7015,-15.43275,38.2515,50.28299566,1976.245,901.355,-601.465,2253.829027,108.2265,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.32,-2,-2,-3.8,4.7,45.005,-13.325,34.295,48.32047974,1975.1,877.5,-613.9,2246.753095,108.55,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3205,-2.5,-0.9,-2.1,3.4,43.914,-12.7275,32.98,46.56471997,1976.245,841.31,-625.545,2237.108259,108.674,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.321,-2,-2.6,-1.9,3.8,42.823,-12.13,31.665,44.81250868,1977.39,805.12,-637.19,2228.071032,108.798,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3215,-1.5,-2.3,-3.3,4.3,41.732,-11.5325,30.35,43.06419863,1978.535,768.93,-648.835,2219.648834,108.922,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.322,-1.8,-2.2,-2.4,3.7,40.641,-10.935,29.035,41.32019002,1979.68,732.74,-660.48,2211.848693,109.046,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3225,-1.5,-3.5,-1.1,4,39.55,-10.3375,27.72,39.5809385,1980.825,696.55,-672.125,2204.67721,109.17,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.323,-1.6,-2.8,-3.8,5,38.459,-9.74,26.405,37.84696493,1981.97,660.36,-683.77,2198.140538,109.294,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3235,-0.9,-2.9,-2.9,4.2,37.368,-9.1425,25.09,36.11886707,1983.115,624.17,-695.415,2192.244356,109.418,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.324,-1.2,-2.2,-4.4,5.1,36.277,-8.545,23.775,34.397334,1984.26,587.98,-707.06,2186.993844,109.542,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3245,-0.9,-2.7,-1.1,3.1,35.186,-7.9475,22.46,32.68316359,1985.405,551.79,-718.705,2182.393662,109.666,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.325,-3.7,-2,-4,5.8,34.095,-7.35,21.145,30.97728417,1986.55,515.6,-730.35,2178.44793,109.79,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3255,-3.3,-2.9,-1.1,4.5,33.004,-6.7525,19.83,29.28078117,1987.695,479.41,-741.995,2175.16021,109.914,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.326,-2.9,-3.2,-2.8,5.1,31.913,-6.155,18.515,27.59493041,1988.84,443.22,-753.64,2172.53349,110.038,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3265,-7.2,-3.3,-1.7,8.1,30.822,-5.5575,17.2,25.9212397,1989.985,407.03,-765.285,2170.570168,110.162,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.327,-5.7,-3.2,-3.8,7.6,29.731,-4.96,15.885,24.26150108,1991.13,370.84,-776.93,2169.272046,110.286,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3275,-7.2,-2.1,-4,8.5,28.64,-4.3625,14.57,22.61785695,1992.275,334.65,-788.575,2168.640318,110.41,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.328,-6.7,-2.6,-3.6,8,27.549,-3.765,13.255,20.99288381,1993.42,298.46,-800.22,2168.675567,110.534,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3285,-4.8,-4.4,-1.7,6.7,26.458,-3.1675,11.94,19.38969898,1994.565,262.27,-811.865,2169.377761,110.658,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.329,-6.9,-3.4,-3.6,8.5,25.367,-2.57,10.625,17.81209648,1995.71,226.08,-823.51,2170.746252,110.782,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3295,-7.8,-4.1,-2.3,9.1,24.276,-1.9725,9.31,16.26472018,1996.855,189.89,-835.155,2172.779781,110.906,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.33,-7.4,-3.8,-3.2,8.9,23.185,-1.375,7.995,14.75328307,1998,153.7,-846.8,2175.476483,111.03,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3305,-6.6,-2.7,-3.7,8,20.60375,-2.60975,7.52725,12.28037803,1998,110.86,-847.57,2173.170229,111.165,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.331,-5.9,-3.8,-3.8,8,18.0225,-3.8445,7.0595,9.923910579,1998,68.02,-848.34,2171.707042,111.3,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3315,-7.6,-3.9,-2.3,8.8,15.44125,-5.07925,6.59175,7.73087085,1998,25.18,-849.11,2171.088627,111.435,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.332,-6.5,-2,-11.2,13.1,12.86,-6.314,6.124,5.770422716,1998,-17.66,-849.88,2171.315705,111.57,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3325,-7.8,-2.1,-2.1,8.3,10.27875,-7.54875,5.65625,4.140967428,1998,-60.5,-850.65,2172.388011,111.705,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.333,-7.4,-5.5,-0.1,9.2,7.6975,-8.7835,5.1885,2.969746114,1998,-103.34,-851.42,2174.304296,111.84,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3335,-5.6,-5.8,-2.5,8.4,5.11625,-10.01825,4.72075,2.389460139,1998,-146.18,-852.19,2177.06233,111.975,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.334,-4.3,-5.3,-1.9,7.1,2.535,-11.253,4.253,2.484073491,1998,-189.02,-852.96,2180.658919,112.11,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3345,-5.2,-1.3,-1.9,5.7,-0.04625,-12.48775,3.78525,3.238914004,1998,-231.86,-853.73,2185.089923,112.245,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.335,-5.7,-6.3,1.1,8.6,-2.6275,-13.7225,3.3175,4.550242642,1998,-274.7,-854.5,2190.350278,112.38,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3355,-4.7,-6.8,-0.5,8.3,-5.20875,-14.95725,2.84975,6.282590817,1998,-317.54,-855.27,2196.434025,112.515,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.336,-4.1,-5.9,-0.1,7.2,-7.79,-16.192,2.382,8.315641727,1998,-360.38,-856.04,2203.334343,112.65,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3365,-2.7,-7,-1.7,7.7,-10.37125,-17.42675,1.91425,10.5595556,1998,-403.22,-856.81,2211.043587,112.785,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.337,-2.9,-6.3,-0.5,7,-12.9525,-18.6615,1.4465,12.95205616,1998,-446.06,-857.58,2219.553329,112.92,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3375,-0.2,-6.8,-2.1,7.1,-15.53375,-19.89625,0.97875,15.45096009,1998,-488.9,-858.35,2228.854399,113.055,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.338,-1.8,-8.7,10.1,13.5,-18.115,-21.131,0.511,18.02762754,1998,-531.74,-859.12,2238.936936,113.19,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3385,0.6,-6.2,2.8,6.8,-20.69625,-22.36575,0.04325,20.6623384,1998,-574.58,-859.89,2249.790432,113.325,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.339,0,-6.7,-0.3,6.7,-23.2775,-23.6005,-0.4245,23.34125649,1998,-617.42,-860.66,2261.403788,113.46,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3395,-0.7,-4.4,-1.9,4.8,-25.85875,-24.83525,-0.89225,26.05447691,1998,-660.26,-861.43,2273.76536,113.595,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.34,-0.6,-5.9,1.3,6.1,-28.44,-26.07,-1.36,28.79476784,1998,-703.1,-862.2,2286.863015,113.73,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3405,-2.5,-7.2,1.2,7.7,-29.642,-27.4545,-0.6655,30.59842269,1997.98,-724.16,-834.86,2283.270244,114.073,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.341,-1.8,-4.9,0.3,5.2,-30.844,-28.839,0.029,32.41607131,1997.96,-745.22,-807.52,2280.194194,114.416,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3415,-1.3,-4.6,0.1,4.8,-32.046,-30.2235,0.7235,34.24598167,1997.94,-766.28,-780.18,2277.636958,114.759,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.342,-1.6,-7.9,0.3,8.1,-33.248,-31.608,1.418,36.08668716,1997.92,-787.34,-752.84,2275.600287,115.102,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3425,-1.5,-4.6,1.2,5,-34.45,-32.9925,2.1125,37.9369393,1997.9,-808.4,-725.5,2274.085579,115.445,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.343,-3.1,-5.5,-0.1,6.3,-35.652,-34.377,2.807,39.79566986,1997.88,-829.46,-698.16,2273.093877,115.788,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3435,-3.9,-5,1.8,6.6,-36.854,-35.7615,3.5015,41.66196033,1997.86,-850.52,-670.82,2272.625865,116.131,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.344,-2.6,-5.7,1.1,6.4,-38.056,-37.146,4.196,43.53501727,1997.84,-871.58,-643.48,2272.681868,116.474,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3445,-4.1,-4.8,1,6.4,-39.258,-38.5305,4.8905,45.41415218,1997.82,-892.64,-616.14,2273.261846,116.817,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.345,-4.1,-4.2,0.9,5.9,-40.46,-39.915,5.585,47.29876509,1997.8,-913.7,-588.8,2274.365399,117.16,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3455,-3.9,-7,3.8,8.9,-41.662,-41.2995,6.2795,49.18833103,1997.78,-934.76,-561.46,2275.991766,117.503,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.346,-4.3,-4.7,3.2,7.1,-42.864,-42.684,6.974,51.08238892,1997.76,-955.82,-534.12,2278.139825,117.846,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3465,-5.6,-6.4,1.4,8.6,-44.066,-44.0685,7.6685,52.98053225,1997.74,-976.88,-506.78,2280.808105,118.189,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.347,-4.3,-4.9,1.5,6.7,-45.268,-45.453,8.363,54.88240142,1997.72,-997.94,-479.44,2283.99478,118.532,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3475,-5.6,-3.3,4.5,7.9,-46.47,-46.8375,9.0575,56.78767723,1997.7,-1019,-452.1,2287.697685,118.875,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.348,-5.5,-4,0.7,6.8,-47.672,-48.222,9.752,58.69607544,1997.68,-1040.06,-424.76,2291.914319,119.218,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3485,-6.4,-4.4,1.4,7.9,-48.874,-49.6065,10.4465,60.60734219,1997.66,-1061.12,-397.42,2296.64185,119.561,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.349,-5.3,-4.2,2.4,7.2,-50.076,-50.991,11.141,62.52125008,1997.64,-1082.18,-370.08,2301.877131,119.904,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3495,-2.3,-3.9,3.4,5.7,-51.278,-52.3755,11.8355,64.43759487,1997.62,-1103.24,-342.74,2307.616708,120.247,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.35,-7.4,-4.4,-2.4,8.9,-52.48,-53.76,12.53,66.35619263,1997.6,-1124.3,-315.4,2313.856826,120.59,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3505,-3.3,-1.7,0.6,3.8,-51.43925,-53.69325,13.499,65.76237946,1997.615,-1101.795,-284.39,2298.977073,120.96,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.351,-2.2,-3.2,0.1,3.9,-50.3985,-53.6265,14.468,65.19088885,1997.63,-1079.29,-253.38,2284.643067,121.33,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.3515,-1.1,-2.7,0.1,2.9,-49.35775,-53.55975,15.437,64.64223485,1997.645,-1056.785,-222.37,2270.865143,121.7,400_model,4,Leading edge strike,Direct,
B302-0610105001,20.352,-2.4,-1.8,0.7,3.1,-48.317,-53.493,16.406,64.11692591,1997.66,-1034.28,-191.36,2257.653482,122.07,400_model,4,Leading edge strike,Direct,
