file,time_s,higacc_x_g,higacc_y_g,higacc_z_g,higacc_mag_g,inacc_x_ms,inacc_y_ms,inacc_z_ms,inacc_mag_ms,rot_x_degs,rot_y_degs,rot_z_degs,rot_mag_degs,pressure_kpa,treatment,concentric_pump_region,passage_type,leading_type,other_type
B61-0703140718,20.98,0,0,0,0,11,-3.36,4.27,2.458761144,215.6,143.8,339.5,427.1089439,94.14,500 (100%),,No contact,,
B61-0703140718,20.9805,0,0,0,0,10.8625,-3.45725,4.3585,2.39422083,215.99,144.195,339.145,427.1571247,94.1655,500 (100%),,No contact,,
B61-0703140718,20.981,0,0,0,0,10.725,-3.5545,4.447,2.332318734,216.38,144.59,338.79,427.2063162,94.191,500 (100%),,No contact,,
B61-0703140718,20.9815,0,0,0,0,10.5875,-3.65175,4.5355,2.273095405,216.77,144.985,338.435,427.2565182,94.2165,500 (100%),,No contact,,
B61-0703140718,20.982,0,0,0,0,10.45,-3.749,4.624,2.216590415,217.16,145.38,338.08,427.3077303,94.242,500 (100%),,No contact,,
B61-0703140718,20.9825,0,0,0,0,10.3125,-3.84625,4.7125,2.162842251,217.55,145.775,337.725,427.3599522,94.2675,500 (100%),,No contact,,
B61-0703140718,20.983,0,0,0,0,10.175,-3.9435,4.801,2.1118882,217.94,146.17,337.37,427.4131835,94.293,500 (100%),,No contact,,
B61-0703140718,20.9835,0,0,0,0,10.0375,-4.04075,4.8895,2.063764233,218.33,146.565,337.015,427.4674237,94.3185,500 (100%),,No contact,,
B61-0703140718,20.984,0,0,0,0,9.9,-4.138,4.978,2.018504893,218.72,146.96,336.66,427.5226726,94.344,500 (100%),,No contact,,
B61-0703140718,20.9845,0,0,0,0,9.7625,-4.23525,5.0665,1.97614318,219.11,147.355,336.305,427.5789297,94.3695,500 (100%),,No contact,,
B61-0703140718,20.985,0,0,0,0,9.625,-4.3325,5.155,1.936710444,219.5,147.75,335.95,427.6361947,94.395,500 (100%),,No contact,,
B61-0703140718,20.9855,0,0,0,0,9.4875,-4.42975,5.2435,1.900236273,219.89,148.145,335.595,427.6944671,94.4205,500 (100%),,No contact,,
B61-0703140718,20.986,0,0,0,0,9.35,-4.527,5.332,1.866748392,220.28,148.54,335.24,427.7537464,94.446,500 (100%),,No contact,,
B61-0703140718,20.9865,0,0,0,0,9.2125,-4.62425,5.4205,1.836272561,220.67,148.935,334.885,427.8140324,94.4715,500 (100%),,No contact,,
B61-0703140718,20.987,0,0,0,0,9.075,-4.7215,5.509,1.808832482,221.06,149.33,334.53,427.8753246,94.497,500 (100%),,No contact,,
B61-0703140718,20.9875,0,0,0,0,8.9375,-4.81875,5.5975,1.784449709,221.45,149.725,334.175,427.9376225,94.5225,500 (100%),,No contact,,
B61-0703140718,20.988,0,0,0,0,8.8,-4.916,5.686,1.763143566,221.84,150.12,333.82,428.0009257,94.548,500 (100%),,No contact,,
B61-0703140718,20.9885,0,0,0,0,8.6625,-5.01325,5.7745,1.744931071,222.23,150.515,333.465,428.0652338,94.5735,500 (100%),,No contact,,
B61-0703140718,20.989,0,0,0,0,8.525,-5.1105,5.863,1.729826873,222.62,150.91,333.11,428.1305462,94.599,500 (100%),,No contact,,
B61-0703140718,20.9895,0,0,0,0,8.3875,-5.20775,5.9515,1.717843188,223.01,151.305,332.755,428.1968626,94.6245,500 (100%),,No contact,,
B61-0703140718,20.99,0,0,0,0,8.25,-5.305,6.04,1.708989756,223.4,151.7,332.4,428.2641825,94.65,500 (100%),,No contact,,
B61-0703140718,20.9905,0,0,0,0,8.0165,-5.297,5.96525,1.499583936,224.01,151.81,331.255,427.7342998,94.638,500 (100%),,No contact,,
B61-0703140718,20.991,0,0,0,0,7.783,-5.289,5.8905,1.291648537,224.62,151.92,330.11,427.207728,94.626,500 (100%),,No contact,,
B61-0703140718,20.9915,0,0,0,0,7.5495,-5.281,5.81575,1.085267749,225.23,152.03,328.965,426.6844795,94.614,500 (100%),,No contact,,
B61-0703140718,20.992,0,0,0,0,7.316,-5.273,5.741,0.880531605,225.84,152.14,327.82,426.1645663,94.602,500 (100%),,No contact,,
B61-0703140718,20.9925,0,0,0,0,7.0825,-5.265,5.66625,0.677536427,226.45,152.25,326.675,425.6480008,94.59,500 (100%),,No contact,,
B61-0703140718,20.993,0,0,0,0,6.849,-5.257,5.5915,0.476385286,227.06,152.36,325.53,425.1347952,94.578,500 (100%),,No contact,,
B61-0703140718,20.9935,0,0,0,0,6.6155,-5.249,5.51675,0.277188499,227.67,152.47,324.385,424.6249616,94.566,500 (100%),,No contact,,
B61-0703140718,20.994,0,0,0,0,6.382,-5.241,5.442,0.080064156,228.28,152.58,323.24,424.1185122,94.554,500 (100%),,No contact,,
B61-0703140718,20.9945,0,0,0,0,6.1485,-5.233,5.36725,-0.114861331,228.89,152.69,322.095,423.6154591,94.542,500 (100%),,No contact,,
B61-0703140718,20.995,0,0,0,0,5.915,-5.225,5.2925,-0.307452644,229.5,152.8,320.95,423.1158145,94.53,500 (100%),,No contact,,
B61-0703140718,20.9955,0,0,0,0,5.6815,-5.217,5.21775,-0.497564963,230.11,152.91,319.805,422.6195904,94.518,500 (100%),,No contact,,
B61-0703140718,20.996,0,0,0,0,5.448,-5.209,5.143,-0.685043343,230.72,153.02,318.66,422.126799,94.506,500 (100%),,No contact,,
B61-0703140718,20.9965,0,0,0,0,5.2145,-5.201,5.06825,-0.869722079,231.33,153.13,317.515,421.6374521,94.494,500 (100%),,No contact,,
B61-0703140718,20.997,0,0,0,0,4.981,-5.193,4.9935,-1.051424074,231.94,153.24,316.37,421.1515619,94.482,500 (100%),,No contact,,
B61-0703140718,20.9975,0,0,0,0,4.7475,-5.185,4.91875,-1.229960209,232.55,153.35,315.225,420.6691403,94.47,500 (100%),,No contact,,
B61-0703140718,20.998,0,0,0,0,4.514,-5.177,4.844,-1.405128734,233.16,153.46,314.08,420.1901993,94.458,500 (100%),,No contact,,
B61-0703140718,20.9985,0,0,0,0,4.2805,-5.169,4.76925,-1.576714701,233.77,153.57,312.935,419.7147508,94.446,500 (100%),,No contact,,
B61-0703140718,20.999,0,0,0,0,4.047,-5.161,4.6945,-1.744489461,234.38,153.68,311.79,419.2428066,94.434,500 (100%),,No contact,,
B61-0703140718,20.9995,0,0,0,0,3.8135,-5.153,4.61975,-1.908210246,234.99,153.79,310.645,418.7743787,94.422,500 (100%),,No contact,,
B61-0703140718,21,0,0,0,0,3.58,-5.145,4.545,-2.067619875,235.6,153.9,309.5,418.3094787,94.41,500 (100%),,No contact,,
B61-0703140718,21.0005,0,0,0,0,3.527,-4.96125,4.27775,-2.370048681,236.13,154.03,307.635,417.2791764,94.4105,500 (100%),,No contact,,
B61-0703140718,21.001,0,0,0,0,3.474,-4.7775,4.0105,-2.670161591,236.66,154.16,305.77,416.2553953,94.411,500 (100%),,No contact,,
B61-0703140718,21.0015,0,0,0,0,3.421,-4.59375,3.74325,-2.967653865,237.19,154.29,303.905,415.2381837,94.4115,500 (100%),,No contact,,
B61-0703140718,21.002,0,0,0,0,3.368,-4.41,3.476,-3.262168298,237.72,154.42,302.04,414.2275901,94.412,500 (100%),,No contact,,
B61-0703140718,21.0025,0,0,0,0,3.315,-4.22625,3.20875,-3.553284358,238.25,154.55,300.175,413.223663,94.4125,500 (100%),,No contact,,
B61-0703140718,21.003,0,0,0,0,3.262,-4.0425,2.9415,-3.840504837,238.78,154.68,298.31,412.226451,94.413,500 (100%),,No contact,,
B61-0703140718,21.0035,0,0,0,0,3.209,-3.85875,2.67425,-4.123239444,239.31,154.81,296.445,411.2360031,94.4135,500 (100%),,No contact,,
B61-0703140718,21.004,0,0,0,0,3.156,-3.675,2.407,-4.400784715,239.84,154.94,294.58,410.2523682,94.414,500 (100%),,No contact,,
B61-0703140718,21.0045,0,0,0,0,3.103,-3.49125,2.13975,-4.672299578,240.37,155.07,292.715,409.2755954,94.4145,500 (100%),,No contact,,
B61-0703140718,21.005,0,0,0,0,3.05,-3.3075,1.8725,-4.936775965,240.9,155.2,290.85,408.3057341,94.415,500 (100%),,No contact,,
B61-0703140718,21.0055,0,0,0,0,2.997,-3.12375,1.60525,-5.193004156,241.43,155.33,288.985,407.3428335,94.4155,500 (100%),,No contact,,
B61-0703140718,21.006,1.8,0.1,-1.5,2.3,2.944,-2.94,1.338,-5.439533206,241.96,155.46,287.12,406.3869432,94.416,500 (100%),,No contact,,
B61-0703140718,21.0065,2.3,0.9,-0.7,2.6,2.891,-2.75625,1.07075,-5.674628115,242.49,155.59,285.255,405.4381127,94.4165,500 (100%),,No contact,,
B61-0703140718,21.007,2.8,-0.1,0.5,2.8,2.838,-2.5725,0.8035,-5.896227843,243.02,155.72,283.39,404.4963917,94.417,500 (100%),,No contact,,
B61-0703140718,21.0075,1,-1.1,0.3,1.5,2.785,-2.38875,0.53625,-6.101912134,243.55,155.85,281.525,403.56183,94.4175,500 (100%),,No contact,,
B61-0703140718,21.008,0.8,-1.1,-2,2.4,2.732,-2.205,0.269,-6.2888908,244.08,155.98,279.66,402.6344774,94.418,500 (100%),,No contact,,
B61-0703140718,21.0085,3.3,-0.5,1.3,3.6,2.679,-2.02125,0.00175,-6.454035813,244.61,156.11,277.795,401.7143839,94.4185,500 (100%),,No contact,,
B61-0703140718,21.009,2,0.6,-0.3,2.1,2.626,-1.8375,-0.2655,-6.593981887,245.14,156.24,275.93,400.8015994,94.419,500 (100%),,No contact,,
B61-0703140718,21.0095,2.5,-0.1,0.7,2.6,2.573,-1.65375,-0.53275,-6.705319562,245.67,156.37,274.065,399.8961741,94.4195,500 (100%),,No contact,,
B61-0703140718,21.01,0.8,-0.1,1.1,1.4,2.52,-1.47,-0.8,-6.784888432,246.2,156.5,272.2,398.9981579,94.42,500 (100%),,No contact,,
B61-0703140718,21.0105,1.4,-0.3,0.7,1.6,2.94675,-1.27825,-0.9515,-6.459983452,246.26,157.815,271.065,398.7803857,94.348,500 (100%),,No contact,,
B61-0703140718,21.011,1.2,-0.5,-0.1,1.3,3.3735,-1.0865,-1.103,-6.098181914,246.32,159.13,269.93,398.5700744,94.276,500 (100%),,No contact,,
B61-0703140718,21.0115,2,-0.5,0.1,2.1,3.80025,-0.89475,-1.2545,-5.709238135,246.38,160.445,268.795,398.3672357,94.204,500 (100%),,No contact,,
B61-0703140718,21.012,1.2,1,0.5,1.6,4.227,-0.703,-1.406,-5.300169183,246.44,161.76,267.66,398.171881,94.132,500 (100%),,No contact,,
B61-0703140718,21.0125,2.5,-0.1,1.3,2.8,4.65375,-0.51125,-1.5575,-4.875978124,246.5,163.075,266.525,397.9840214,94.06,500 (100%),,No contact,,
B61-0703140718,21.013,0.6,-2.1,0.5,2.2,5.0805,-0.3195,-1.709,-4.440247538,246.56,164.39,265.39,397.8036674,93.988,500 (100%),,No contact,,
B61-0703140718,21.0135,1.6,0.1,0.9,1.8,5.50725,-0.12775,-1.8605,-3.995571148,246.62,165.705,264.255,397.6308294,93.916,500 (100%),,No contact,,
B61-0703140718,21.014,2.2,-0.5,-0.3,2.3,5.934,0.064,-2.012,-3.543853178,246.68,167.02,263.12,397.465517,93.844,500 (100%),,No contact,,
B61-0703140718,21.0145,2.5,0.7,2.2,3.4,6.36075,0.25575,-2.1635,-3.086512744,246.74,168.335,261.985,397.3077397,93.772,500 (100%),,No contact,,
B61-0703140718,21.015,1.8,-1.5,2.1,3.1,6.7875,0.4475,-2.315,-2.624623357,246.8,169.65,260.85,397.1575065,93.7,500 (100%),,No contact,,
B61-0703140718,21.0155,2.2,0.5,0.3,2.3,7.21425,0.63925,-2.4665,-2.159008831,246.86,170.965,259.715,397.014826,93.628,500 (100%),,No contact,,
B61-0703140718,21.016,1.8,-0.1,-0.1,1.8,7.641,0.831,-2.618,-1.690309981,246.92,172.28,258.58,396.8797062,93.556,500 (100%),,No contact,,
B61-0703140718,21.0165,1.6,-0.9,2.4,3,8.06775,1.02275,-2.7695,-1.21903161,246.98,173.595,257.445,396.7521549,93.484,500 (100%),,No contact,,
B61-0703140718,21.017,1.6,-1.5,1.5,2.7,8.4945,1.2145,-2.921,-0.745576053,247.04,174.91,256.31,396.6321795,93.412,500 (100%),,No contact,,
B61-0703140718,21.0175,2,-1.3,2.2,3.2,8.92125,1.40625,-3.0725,-0.270267463,247.1,176.225,255.175,396.5197867,93.34,500 (100%),,No contact,,
B61-0703140718,21.018,1.6,-0.9,0.9,2,9.348,1.598,-3.224,0.206630372,247.16,177.54,254.04,396.4149831,93.268,500 (100%),,No contact,,
B61-0703140718,21.0185,1.8,-1.1,1.1,2.4,9.77475,1.78975,-3.3755,0.684900803,247.22,178.855,252.905,396.3177746,93.196,500 (100%),,No contact,,
B61-0703140718,21.019,0.8,-0.7,0.7,1.3,10.2015,1.9815,-3.527,1.164364378,247.28,180.17,251.77,396.2281668,93.124,500 (100%),,No contact,,
B61-0703140718,21.0195,1.8,-1.1,2.8,3.5,10.62825,2.17325,-3.6785,1.644871273,247.34,181.485,250.635,396.146165,93.052,500 (100%),,No contact,,
B61-0703140718,21.02,1.6,1.4,2.5,3.3,11.055,2.365,-3.83,2.126295489,247.4,182.8,249.5,396.0717738,92.98,500 (100%),,No contact,,
B61-0703140718,21.0205,1,-1.7,0.1,2,11.46675,2.27375,-3.47425,2.385355989,247.03,184.94,250.16,397.2488516,92.9895,500 (100%),,No contact,,
B61-0703140718,21.021,2,-0.3,1.3,2.4,11.8785,2.1825,-3.1185,2.663456247,246.66,187.08,250.82,398.435383,92.999,500 (100%),,No contact,,
B61-0703140718,21.0215,1.6,-0.9,-0.3,1.9,12.29025,2.09125,-2.76275,2.95935234,246.29,189.22,251.48,399.6312837,93.0085,500 (100%),,No contact,,
B61-0703140718,21.022,0,0.3,2.5,2.5,12.702,2,-2.407,3.271836759,245.92,191.36,252.14,400.8364699,93.018,500 (100%),,No contact,,
B61-0703140718,21.0225,0.6,-0.7,2.2,2.4,13.11375,1.90875,-2.05125,3.599749893,245.55,193.5,252.8,402.0508581,93.0275,500 (100%),,No contact,,
B61-0703140718,21.023,1.6,-1.5,2.8,3.6,13.5255,1.8175,-1.6955,3.941988102,245.18,195.64,253.46,403.2743652,93.037,500 (100%),,No contact,,
B61-0703140718,21.0235,0.6,-1.3,2,2.5,13.93725,1.72625,-1.33975,4.297508876,244.81,197.78,254.12,404.5069083,93.0465,500 (100%),,No contact,,
B61-0703140718,21.024,1,-2.3,2.3,3.4,14.349,1.635,-0.984,4.665333571,244.44,199.92,254.78,405.7484053,93.056,500 (100%),,No contact,,
B61-0703140718,21.0245,2,-1.7,2.6,3.7,14.76075,1.54375,-0.62825,5.044548216,244.07,202.06,255.44,406.9987741,93.0655,500 (100%),,No contact,,
B61-0703140718,21.025,0.8,-0.1,2.5,2.6,15.1725,1.4525,-0.2725,5.434302829,243.7,204.2,256.1,408.2579332,93.075,500 (100%),,No contact,,
B61-0703140718,21.0255,2.2,-2.1,1.1,3.2,15.58425,1.36125,0.08325,5.833809644,243.33,206.34,256.76,409.5258015,93.0845,500 (100%),,No contact,,
B61-0703140718,21.026,-0.4,-0.5,0.9,1.1,15.996,1.27,0.439,6.242340546,242.96,208.48,257.42,410.8022984,93.094,500 (100%),,No contact,,
B61-0703140718,21.0265,-0.2,-2.3,1.8,2.9,16.40775,1.17875,0.79475,6.659224001,242.59,210.62,258.08,412.0873438,93.1035,500 (100%),,No contact,,
B61-0703140718,21.027,0.8,-1.1,2.8,3.1,16.8195,1.0875,1.1505,7.083841681,242.22,212.76,258.74,413.3808578,93.113,500 (100%),,No contact,,
B61-0703140718,21.0275,0.2,-1.3,2.6,2.9,17.23125,0.99625,1.50625,7.515624944,241.85,214.9,259.4,414.6827613,93.1225,500 (100%),,No contact,,
B61-0703140718,21.028,1.4,-1.9,1.5,2.8,17.643,0.905,1.862,7.954051283,241.48,217.04,260.06,415.9929754,93.132,500 (100%),,No contact,,
B61-0703140718,21.0285,0.2,-1.1,2.6,2.8,18.05475,0.81375,2.21775,8.398640852,241.11,219.18,260.72,417.311422,93.1415,500 (100%),,No contact,,
B61-0703140718,21.029,0.8,-0.9,3.6,3.8,18.4665,0.7225,2.5735,8.848953099,240.74,221.32,261.38,418.6380231,93.151,500 (100%),,No contact,,
B61-0703140718,21.0295,1.2,-2.5,1.8,3.3,18.87825,0.63125,2.92925,9.304583573,240.37,223.46,262.04,419.9727016,93.1605,500 (100%),,No contact,,
B61-0703140718,21.03,0.2,-2.3,3,3.8,19.29,0.54,3.285,9.765160919,240,225.6,262.7,421.3153807,93.17,500 (100%),,No contact,,
B61-0703140718,21.0305,1,-2.5,3.6,4.5,19.17,0.24825,3.7795,9.730602558,239.755,226.105,263.535,421.9675666,93.262,500 (100%),,No contact,,
B61-0703140718,21.031,1.6,-1.5,1.5,2.7,19.05,-0.0435,4.274,9.713613094,239.51,226.61,264.37,422.6211413,93.354,500 (100%),,No contact,,
B61-0703140718,21.0315,-1.6,-1.1,1.8,2.6,18.93,-0.33525,4.7685,9.714238393,239.265,227.115,265.205,423.2760984,93.446,500 (100%),,No contact,,
B61-0703140718,21.032,-0.4,-1.5,2.6,3,18.81,-0.627,5.263,9.732476762,239.02,227.62,266.04,423.9324314,93.538,500 (100%),,No contact,,
B61-0703140718,21.0325,-0.2,-0.9,2.4,2.6,18.69,-0.91875,5.7575,9.76827898,238.775,228.125,266.875,424.590134,93.63,500 (100%),,No contact,,
B61-0703140718,21.033,-0.2,-1.7,3.4,3.8,18.57,-1.2105,6.252,9.821548952,238.53,228.63,267.71,425.2491998,93.722,500 (100%),,No contact,,
B61-0703140718,21.0335,-0.6,-2.9,1.4,3.3,18.45,-1.50225,6.7465,9.892144993,238.285,229.135,268.545,425.9096224,93.814,500 (100%),,No contact,,
B61-0703140718,21.034,0.4,-1.7,1.9,2.6,18.33,-1.794,7.241,9.979881682,238.04,229.64,269.38,426.5713957,93.906,500 (100%),,No contact,,
B61-0703140718,21.0345,0.2,-1.1,2.2,2.5,18.21,-2.08575,7.7355,10.08453225,237.795,230.145,270.215,427.2345132,93.998,500 (100%),,No contact,,
B61-0703140718,21.035,0,-2.9,3.2,4.3,18.09,-2.3775,8.23,10.20583139,237.55,230.65,271.05,427.8989688,94.09,500 (100%),,No contact,,
B61-0703140718,21.0355,-0.8,-1.9,1.4,2.5,17.97,-2.66925,8.7245,10.3434785,237.305,231.155,271.885,428.5647562,94.182,500 (100%),,No contact,,
B61-0703140718,21.036,0.4,-1.1,2.6,2.9,17.85,-2.961,9.219,10.49714116,237.06,231.66,272.72,429.2318693,94.274,500 (100%),,No contact,,
B61-0703140718,21.0365,0.4,-0.5,2.6,2.7,17.73,-3.25275,9.7135,10.6664588,236.815,232.165,273.555,429.9003018,94.366,500 (100%),,No contact,,
B61-0703140718,21.037,-1.5,-0.9,2.6,3.1,17.61,-3.5445,10.208,10.85104654,236.57,232.67,274.39,430.5700476,94.458,500 (100%),,No contact,,
B61-0703140718,21.0375,-2.3,-1.1,2.4,3.5,17.49,-3.83625,10.7025,11.05049904,236.325,233.175,275.225,431.2411006,94.55,500 (100%),,No contact,,
B61-0703140718,21.038,-1.5,-0.3,6.4,6.6,17.37,-4.128,11.197,11.26439425,236.08,233.68,276.06,431.9134548,94.642,500 (100%),,No contact,,
B61-0703140718,21.0385,-1.6,-2.9,1.8,3.8,17.25,-4.41975,11.6915,11.49229711,235.835,234.185,276.895,432.5871039,94.734,500 (100%),,No contact,,
B61-0703140718,21.039,-0.7,-4.6,3.6,5.9,17.13,-4.7115,12.186,11.73376309,235.59,234.69,277.73,433.2620421,94.826,500 (100%),,No contact,,
B61-0703140718,21.0395,-1,-1.1,1.3,2,17.01,-5.00325,12.6805,11.98834147,235.345,235.195,278.565,433.9382632,94.918,500 (100%),,No contact,,
B61-0703140718,21.04,-1.5,-2.7,1.5,3.4,16.89,-5.295,13.175,12.2555784,235.1,235.7,279.4,434.6157613,95.01,500 (100%),,No contact,,
B61-0703140718,21.0405,-2.5,-1.5,1.8,3.4,16.409,-5.588,13.54725,12.19020472,235.475,234.45,278.965,433.8625927,95.0565,500 (100%),,No contact,,
B61-0703140718,21.041,-2.3,-2.1,2.1,3.8,15.928,-5.881,13.9195,12.14540538,235.85,233.2,278.53,433.1124835,95.103,500 (100%),,No contact,,
B61-0703140718,21.0415,-2.1,-0.9,2.2,3.2,15.447,-6.174,14.29175,12.12130646,236.225,231.95,278.095,432.3654498,95.1495,500 (100%),,No contact,,
B61-0703140718,21.042,-2.5,-1.9,0.5,3.2,14.966,-6.467,14.664,12.11797622,236.6,230.7,277.66,431.6215073,95.196,500 (100%),,No contact,,
B61-0703140718,21.0425,-3.9,-0.5,2.2,4.5,14.485,-6.76,15.03625,12.1354241,236.975,229.45,277.225,430.8806723,95.2425,500 (100%),,No contact,,
B61-0703140718,21.043,-2.9,-0.5,1.7,3.4,14.004,-7.053,15.4085,12.17360064,237.35,228.2,276.79,430.1429607,95.289,500 (100%),,No contact,,
B61-0703140718,21.0435,-4.7,-3.2,0.9,5.8,13.523,-7.346,15.78075,12.23239814,237.725,226.95,276.355,429.4083885,95.3355,500 (100%),,No contact,,
B61-0703140718,21.044,-3.3,-2.1,1.5,4.2,13.042,-7.639,16.153,12.31165215,238.1,225.7,275.92,428.6769721,95.382,500 (100%),,No contact,,
B61-0703140718,21.0445,-2.5,-1.1,1.8,3.3,12.561,-7.932,16.52525,12.41114382,238.475,224.45,275.485,427.9487275,95.4285,500 (100%),,No contact,,
B61-0703140718,21.045,-3.7,-2.9,3.2,5.7,12.08,-8.225,16.8975,12.53060275,238.85,223.2,275.05,427.2236709,95.475,500 (100%),,No contact,,
B61-0703140718,21.0455,-4.7,-1.5,2.2,5.4,11.599,-8.518,17.26975,12.66971063,239.225,221.95,274.615,426.5018187,95.5215,500 (100%),,No contact,,
B61-0703140718,21.046,-3.3,-1.9,1.5,4.1,11.118,-8.811,17.642,12.82810524,239.6,220.7,274.18,425.7831871,95.568,500 (100%),,No contact,,
B61-0703140718,21.0465,-4.7,-2.5,0.1,5.3,10.637,-9.104,18.01425,13.0053849,239.975,219.45,273.745,425.0677924,95.6145,500 (100%),,No contact,,
B61-0703140718,21.047,-5.4,-2.9,-0.9,6.2,10.156,-9.397,18.3865,13.20111312,240.35,218.2,273.31,424.3556511,95.661,500 (100%),,No contact,,
B61-0703140718,21.0475,-5.7,-1.9,0.7,6,9.675,-9.69,18.75875,13.4148235,240.725,216.95,272.875,423.6467795,95.7075,500 (100%),,No contact,,
B61-0703140718,21.048,-4.3,-1.7,-2.4,5.2,9.194,-9.983,19.131,13.64602451,241.1,215.7,272.44,422.941194,95.754,500 (100%),,No contact,,
B61-0703140718,21.0485,-4.5,-1.7,0.3,4.8,8.713,-10.276,19.50325,13.89420439,241.475,214.45,272.005,422.2389112,95.8005,500 (100%),,No contact,,
B61-0703140718,21.049,-5.2,-2.1,-0.5,5.6,8.232,-10.569,19.8755,14.15883571,241.85,213.2,271.57,421.5399476,95.847,500 (100%),,No contact,,
B61-0703140718,21.0495,-4.7,-2.7,-1.3,5.6,7.751,-10.862,20.24775,14.43937989,242.225,211.95,271.135,420.8443196,95.8935,500 (100%),,No contact,,
B61-0703140718,21.05,-4.7,-2.7,-2,5.8,7.27,-11.155,20.62,14.7352913,242.6,210.7,270.7,420.1520439,95.94,500 (100%),,No contact,,
B61-0703140718,21.0505,-4.9,-2.3,-4.4,7,6.242,-11.3775,20.668,14.59443186,243.655,207.895,268.365,417.8610574,96.072,500 (100%),,No contact,,
B61-0703140718,21.051,-3.7,-3.1,-4.4,6.5,5.214,-11.6,20.716,14.49840291,244.71,205.09,266.03,415.5921716,96.204,500 (100%),,No contact,,
B61-0703140718,21.0515,-6.1,-0.9,-6.4,8.9,4.186,-11.8225,20.764,14.44773687,245.765,202.285,263.695,413.3457505,96.336,500 (100%),,No contact,,
B61-0703140718,21.052,-4.3,-2.7,-4,6.5,3.158,-12.045,20.812,14.44271805,246.82,199.48,261.36,411.1221624,96.468,500 (100%),,No contact,,
B61-0703140718,21.0525,-4.7,-1.7,-5.8,7.7,2.13,-12.2675,20.86,14.48337474,247.875,196.675,259.025,408.9217797,96.6,500 (100%),,No contact,,
B61-0703140718,21.053,-3.7,-1.3,-5.8,7,1.102,-12.49,20.908,14.56947842,248.93,193.87,256.69,406.7449789,96.732,500 (100%),,No contact,,
B61-0703140718,21.0535,-4.1,-2.3,-8.3,9.5,0.074,-12.7125,20.956,14.70055014,249.985,191.065,254.355,404.5921409,96.864,500 (100%),,No contact,,
B61-0703140718,21.054,-3.7,-2.1,-6.7,7.9,-0.954,-12.935,21.004,14.87587363,251.04,188.26,252.02,402.46365,96.996,500 (100%),,No contact,,
B61-0703140718,21.0545,-1.9,-2.3,-7.1,7.7,-1.982,-13.1575,21.052,15.09451433,252.095,185.455,249.685,400.3598947,97.128,500 (100%),,No contact,,
B61-0703140718,21.055,-1.5,-2.9,-9.3,9.9,-3.01,-13.38,21.1,15.35534323,253.15,182.65,247.35,398.2812668,97.26,500 (100%),,No contact,,
B61-0703140718,21.0555,-0.4,-1.1,-8.5,8.6,-4.038,-13.6025,21.148,15.65706411,254.205,179.845,245.015,396.2281619,97.392,500 (100%),,No contact,,
B61-0703140718,21.056,1,-1.5,-10.2,10.4,-5.066,-13.825,21.196,15.99824281,255.26,177.04,242.68,394.2009787,97.524,500 (100%),,No contact,,
B61-0703140718,21.0565,-0.2,-1.9,-9.7,9.9,-6.094,-14.0475,21.244,16.37733717,256.315,174.235,240.345,392.2001192,97.656,500 (100%),,No contact,,
B61-0703140718,21.057,4.1,-0.7,-8.5,9.5,-7.122,-14.27,21.292,16.79272633,257.37,171.43,238.01,390.2259882,97.788,500 (100%),,No contact,,
B61-0703140718,21.0575,3.7,-0.3,-9.5,10.2,-8.15,-14.4925,21.34,17.24273842,258.425,168.625,235.675,388.2789936,97.92,500 (100%),,No contact,,
B61-0703140718,21.058,8,-1.1,-9.3,12.3,-9.178,-14.715,21.388,17.725676,259.48,165.82,233.34,386.3595455,98.052,500 (100%),,No contact,,
B61-0703140718,21.0585,6.1,0.1,-8.7,10.6,-10.206,-14.9375,21.436,18.23983847,260.535,163.015,231.005,384.4680565,98.184,500 (100%),,No contact,,
B61-0703140718,21.059,5.9,0.1,-10.6,12.1,-11.234,-15.16,21.484,18.78354144,261.59,160.21,228.67,382.6049413,98.316,500 (100%),,No contact,,
B61-0703140718,21.0595,6.1,0.5,-7.9,10,-12.262,-15.3825,21.532,19.35513285,262.645,157.405,226.335,380.7706163,98.448,500 (100%),,No contact,,
B61-0703140718,21.06,7.1,-0.3,-7.9,10.6,-13.29,-15.605,21.58,19.95300598,263.7,154.6,224,378.9654997,98.58,500 (100%),,No contact,,
B61-0703140718,21.0605,8,0.1,-5.4,9.7,-14.69175,-15.637,19.5755,19.23416443,265.545,148.38,218.225,374.3700336,98.4015,500 (100%),,No contact,,
B61-0703140718,21.061,9.4,0.6,-5.8,11.1,-16.0935,-15.669,17.571,18.70768476,267.39,142.16,212.45,369.9214514,98.223,500 (100%),,No contact,,
B61-0703140718,21.0615,8.8,1.2,-2.8,9.3,-17.49525,-15.701,15.5665,18.3843451,269.235,135.94,206.675,365.6251146,98.0445,500 (100%),,No contact,,
B61-0703140718,21.062,7.8,2.6,-4.6,9.4,-18.897,-15.733,13.562,18.27116347,271.08,129.72,200.9,361.4864518,97.866,500 (100%),,No contact,,
B61-0703140718,21.0625,9.4,2.2,-3.6,10.3,-20.29875,-15.765,11.5575,18.37067215,272.925,123.5,195.125,357.5109386,97.6875,500 (100%),,No contact,,
B61-0703140718,21.063,10.8,1.8,-2.4,11.2,-21.7005,-15.797,9.553,18.68064264,274.77,117.28,189.35,353.7040766,97.509,500 (100%),,No contact,,
